depMapID,Name,BMGC_Disease_ID,BMGC_Disease_name,Pathology,Histology,type,PATHOLOGIST_ANNOTATION,tcga_code,id,xref_NCIt_name,xref_ORDO_name,depmap_match_1_disease,depmap_match_1_disease_name,depmap_match_2_disease,depmap_match_2_disease_name,ncit_match_1_disease,ncit_match_1_disease_name,ncit_match_2_disease,ncit_match_2_disease_name,ordo_match_1_disease,ordo_match_1_disease_name,ordo_match_2_disease,ordo_match_2_disease_name
ACH-000414,NCI-H1944,BMGC_DS02944,lung adenocarcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000416,NCI-H838,BMGC_DS02944,lung adenocarcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000417,Panc 08.13,BMGC_DS08986,pancreatic ductal adenocarcinoma,primary,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,,,,,,,,,,,,,,,
ACH-000420,SNU-449,BMGC_DS05326,adult hepatocellular carcinoma,primary,carcinoma,liver,Liver:HCC,LIHC,,,,,,,,,,,,,,,
ACH-000421,SW837,BMGC_DS08359,colorectal adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_1729,Rectal adenocarcinoma,,BMGC_DS05296,duodenal adenocarcinoma | duodenum adenocarcinoma,BMGC_DS08620,colon squamous cell carcinoma | squamous cell carcinoma of colon,BMGC_DS05296,duodenal adenocarcinoma | duodenum adenocarcinoma,BMGC_DS05340,rectum mucinous adenocarcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000422,SNU-475,BMGC_DS05326,adult hepatocellular carcinoma,primary,carcinoma,liver,Liver:HCC,LIHC,,,,,,,,,,,,,,,
ACH-000423,SK-MEL-3,BMGC_DS02930,cutaneous melanoma,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000424,TC-71,BMGC_DS06886,ewing sarcoma,primary,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,Ewings_Sarcoma,Bone:Sarcoma_Ewing,SARC,,,,,,,,,,,,,,,
ACH-000425,UACC-62,BMGC_DS01559,melanoma,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000427,NCI-N87,BMGC_DS08742,gastric tubular adenocarcinoma,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,,,,,,,,,,,,,,,
ACH-000428,UO-31,BMGC_DS00375,renal cell carcinoma,primary,carcinoma,kidney,Kidney:Carcinoma,KIRC,,,,,,,,,,,,,,,
ACH-000429,A-704,BMGC_DS00375,renal cell carcinoma,primary,carcinoma,kidney,Kidney:Carcinoma,KIRC,,,,,,,,,,,,,,,
ACH-000430,TYK-nu,BMGC_DS07934,ovarian adenocarcinoma | ovary adenocarcinoma,primary,carcinoma,ovary,Ovary:Carcinoma,UNABLE TO CLASSIFY,CVCL_1776,High grade ovarian serous adenocarcinoma,,BMGC_DS20069,"Carcinoma, Ovarian Epithelial",BMGC_DS08982,ovarian transitional cell carcinoma | ovary transitional cell carcinoma,BMGC_DS08979,ovarian serous surface papillary adenocarcinoma | ovary papillary carcinoma,BMGC_DS09417,peritoneal serous adenocarcinoma | primary peritoneal serous adenocarcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000431,NCI-H1694,BMGC_DS02887,lung small cell carcinoma,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000432,BV-173,BMGC_DS01409,"chronic myelogenous leukemia, bcr-abl1 positive",primary,haematopoietic_neoplasm,CML,Leukemia:CML,LCML,,,,,,,,,,,,,,,
ACH-000433,Caki-1,BMGC_DS05359,clear cell renal cell carcinoma,metastasis,carcinoma,kidney,Kidney:Carcinoma,KIRC,,,,,,,,,,,,,,,
ACH-000434,NCI-H1915,BMGC_DS00373,lung non-small cell carcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,,,,,,,,,,,,,,,
ACH-000437,SW 1088,BMGC_DS20147,astrocytoma,primary,glioma,glioma,CNS:Glioma,GBM,,,,,,,,,,,,,,,
ACH-000438,LU65,BMGC_DS04096,lung giant cell carcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,,,,,,,,,,,,,,,
ACH-000439,ME-1,BMGC_DS01559,melanoma,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,,,,,,,,,,,,,,,
ACH-000440,CA46,BMGC_DS00331,burkitt lymphoma,metastasis,lymphoid_neoplasm,lymphoma_Burkitt,Lymphoma:NH_B_cell,DLBC,,,,,,,,,,,,,,,
ACH-000441,SH-4,BMGC_DS01559,melanoma,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000442,RERF-LC-Sq1,BMGC_DS02872,lung squamous cell carcinoma,primary,carcinoma,lung_NSC,,LUSC,,,,,,,,,,,,,,,
ACH-000443,OVKATE,BMGC_DS07934,ovarian adenocarcinoma | ovary adenocarcinoma,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_3110,High grade ovarian serous adenocarcinoma,,BMGC_DS20069,"Carcinoma, Ovarian Epithelial",BMGC_DS08982,ovarian transitional cell carcinoma | ovary transitional cell carcinoma,BMGC_DS08979,ovarian serous surface papillary adenocarcinoma | ovary papillary carcinoma,BMGC_DS09417,peritoneal serous adenocarcinoma | primary peritoneal serous adenocarcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000447,NCI-H2228,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000448,NCI-H1666,BMGC_DS00367,minimally invasive lung adenocarcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000449,MES-SA,BMGC_DS05625,uterine corpus sarcoma,primary,sarcoma,soft_tissue,Soft_Tissue:Sarcoma_Others,SARC,,,,,,,,,,,,,,,
ACH-000450,MEL-HO,BMGC_DS01559,melanoma,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000451,NCI-H2085,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000452,TE-8,BMGC_DS05334,esophageal squamous cell carcinoma,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,,,,,,,,,,,,,,,
ACH-000456,B-CPAP,BMGC_DS21147,"thyroid carcinoma, anaplastic",primary,carcinoma,thyroid,Thyroid:Carcinoma,THCA,CVCL_0153,Poorly differentiated thyroid gland carcinoma,Thyroid carcinoma,BMGC_DS03290,malignant tumor of parathyroid gland | parathyroid carcinoma,BMGC_DS21147,"Thyroid Carcinoma, Anaplastic",BMGC_DS04082,follicular thyroid carcinoma | thyroid gland follicular carcinoma,BMGC_DS03290,malignant tumor of parathyroid gland | parathyroid carcinoma,BMGC_DS03290,malignant tumor of parathyroid gland | parathyroid carcinoma,BMGC_DS20734,Thyroid Neoplasms
ACH-000457,CAL-54,BMGC_DS00375,renal cell carcinoma,metastasis,carcinoma,kidney,Kidney:Carcinoma,KIRC,,,,,,,,,,,,,,,
ACH-000463,NCI-H460,BMGC_DS05995,lung large cell carcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,,,,,,,,,,,,,,,
ACH-000464,CAS-1,BMGC_DS00965,glioblastoma,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,,,,,,,,,,,,,,,
ACH-000465,SK-MEL-1,BMGC_DS01559,melanoma,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000469,YH-13,BMGC_DS00965,glioblastoma,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,,,,,,,,,,,,,,,
ACH-000470,SW1463,BMGC_DS08359,colorectal adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_1718,Rectal adenocarcinoma,,BMGC_DS05296,duodenal adenocarcinoma | duodenum adenocarcinoma,BMGC_DS08620,colon squamous cell carcinoma | squamous cell carcinoma of colon,BMGC_DS05296,duodenal adenocarcinoma | duodenum adenocarcinoma,BMGC_DS05340,rectum mucinous adenocarcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000472,HSC-2,BMGC_DS06960,oral cavity squamous cell carcinoma,primary,carcinoma,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,HNSC,,,,,,,,,,,,,,,
ACH-000473,RT-112,BMGC_DS07053,bladder carcinoma,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,,,,,,,,,,,,,,,
ACH-000475,huH-1,BMGC_DS05326,adult hepatocellular carcinoma,primary,carcinoma,liver,Liver:HCC,LIHC,,,,,,,,,,,,,,,
ACH-000476,JHH-4,BMGC_DS05326,adult hepatocellular carcinoma,primary,carcinoma,liver,Liver:HCC,LIHC,,,,,,,,,,,,,,,
ACH-000478,SNU-387,BMGC_DS05326,adult hepatocellular carcinoma,primary,carcinoma,liver,Liver:HCC,LIHC,,,,,,,,,,,,,,,
ACH-000480,HuH-7,BMGC_DS05326,adult hepatocellular carcinoma,primary,carcinoma,liver,Liver:HCC,LIHC,,,,,,,,,,,,,,,
ACH-000481,NCI-H2170,BMGC_DS02872,lung squamous cell carcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,,,,,,,,,,,,,,,
ACH-000482,RERF-LC-KJ,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Others,LUAD,,,,,,,,,,,,,,,
ACH-000483,SNU-182,BMGC_DS05326,adult hepatocellular carcinoma,primary,carcinoma,liver,Liver:HCC,LIHC,,,,,,,,,,,,,,,
ACH-000484,VMRC-RCW,BMGC_DS00375,renal cell carcinoma,primary,carcinoma,kidney,Kidney:Carcinoma,KIRC,,,,,,,,,,,,,,,
ACH-000486,KU-19-19,BMGC_DS07053,bladder carcinoma,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,,,,,,,,,,,,,,,
ACH-000488,TE-11,BMGC_DS05334,esophageal squamous cell carcinoma,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,,,,,,,,,,,,,,,
ACH-000489,SW1116,BMGC_DS05624,colon adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000491,NCI-H716,BMGC_DS08517,cecum adenocarcinoma,metastasis,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000493,SNU-423,BMGC_DS05326,adult hepatocellular carcinoma,primary,carcinoma,liver,Liver:HCC,LIHC,,,,,,,,,,,,,,,
ACH-000496,NCI-H1792,BMGC_DS02944,lung adenocarcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000501,LS123,BMGC_DS05624,colon adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000504,SNB75,BMGC_DS00965,glioblastoma,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,,,,,,,,,,,,,,,
ACH-000505,RKN,BMGC_DS01379,leiomyosarcoma,primary,leiomyosarcoma,ovary,Soft_Tissue:Sarcoma_Leiomyo,SARC,,,,,,,,,,,,,,,
ACH-000506,NCI-H146,BMGC_DS02887,lung small cell carcinoma,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000508,COR-L88,BMGC_DS02887,lung small cell carcinoma,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000510,NCI-H1299,BMGC_DS05995,lung large cell carcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Others,,,,,,,,,,,,,,,,
ACH-000514,NCI-H1092,BMGC_DS02887,lung small cell carcinoma,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000515,HCC-33,BMGC_DS02887,lung small cell carcinoma,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000516,CAL-78,BMGC_DS00471,chondrosarcoma,primary,chondrosarcoma,chondrosarcoma,Bone:Sarcoma_Chondro,SARC,,,,,,,,,,,,,,,
ACH-000518,CAL-33,BMGC_DS06143,tongue squamous cell carcinoma,primary,carcinoma,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,HNSC,,,,,,,,,,,,,,,
ACH-000521,NCI-H2030,BMGC_DS02944,lung adenocarcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000522,UM-UC-3,BMGC_DS07053,bladder carcinoma,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,,,,,,,,,,,,,,,
ACH-000524,KURAMOCHI,BMGC_DS07934,ovarian adenocarcinoma | ovary adenocarcinoma,metastasis,carcinoma,ovary,Ovary:Carcinoma,UNABLE TO CLASSIFY,CVCL_1345,High grade ovarian serous adenocarcinoma,,BMGC_DS20069,"Carcinoma, Ovarian Epithelial",BMGC_DS08982,ovarian transitional cell carcinoma | ovary transitional cell carcinoma,BMGC_DS08979,ovarian serous surface papillary adenocarcinoma | ovary papillary carcinoma,BMGC_DS09417,peritoneal serous adenocarcinoma | primary peritoneal serous adenocarcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000525,NCI-H2171,BMGC_DS02887,lung small cell carcinoma,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000527,OVISE,BMGC_DS09513,ovarian clear cell adenocarcinoma,metastasis,carcinoma,ovary,Ovary:Carcinoma,OV,,,,,,,,,,,,,,,
ACH-000528,ABC-1,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Others,LUAD,,,,,,,,,,,,,,,
ACH-000530,DMS 114,BMGC_DS21085,small cell lung carcinoma,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1174,Thoracic SMARCA4-deficient undifferentiated tumor,,BMGC_DS20198,"Carcinoma, Non-Small-Cell Lung",BMGC_DS08921,lung mixed small cell and squamous cell carcinoma,BMGC_DS06035,undifferentiated ovarian carcinoma,BMGC_DS08695,embryonal extrahepatic bile duct rhabdomyosarcoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000532,SNU-61,BMGC_DS08359,colorectal adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_5078,Rectal adenocarcinoma,,BMGC_DS05296,duodenal adenocarcinoma | duodenum adenocarcinoma,BMGC_DS08620,colon squamous cell carcinoma | squamous cell carcinoma of colon,BMGC_DS05296,duodenal adenocarcinoma | duodenum adenocarcinoma,BMGC_DS05340,rectum mucinous adenocarcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000534,WSU-DLCL2,BMGC_DS02693,diffuse large b-cell lymphoma,metastasis,lymphoid_neoplasm,lymphoma_DLBCL,Lymphoma:NH_B_cell,DLBC,,,,,,,,,,,,,,,
ACH-000535,BxPC-3,BMGC_DS08986,pancreatic ductal adenocarcinoma,primary,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,,,,,,,,,,,,,,,
ACH-000536,BT-20,BMGC_DS07814,breast adenocarcinoma,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_0178,Invasive breast carcinoma of no special type,,BMGC_DS20899,"Carcinoma, Ductal, Breast",BMGC_DS20069,"Carcinoma, Ovarian Epithelial",BMGC_DS04087,breast lobular carcinoma | invasive lobular carcinoma,BMGC_DS09098,breast papillary carcinoma | solid papillary breast carcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000538,HuTu 80,BMGC_DS05296,duodenal adenocarcinoma,primary,carcinoma,other,,,,,,,,,,,,,,,,,
ACH-000544,OE21,BMGC_DS05334,esophageal squamous cell carcinoma,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,,,,,,,,,,,,,,,
ACH-000545,VM-CUB1,BMGC_DS07053,bladder carcinoma,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,,,,,,,,,,,,,,,
ACH-000546,HSC-4,BMGC_DS06143,tongue squamous cell carcinoma,primary,carcinoma,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,HNSC,,,,,,,,,,,,,,,
ACH-000547,HT-1197,BMGC_DS07053,bladder carcinoma | urinary bladder carcinoma,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,CVCL_1291,Recurrent bladder carcinoma,,BMGC_DS05351,bladder transitional cell carcinoma | bladder urothelial carcinoma,BMGC_DS20762,Urinary Tract Infections | urinary tract infection,BMGC_DS05351,bladder transitional cell carcinoma | bladder urothelial carcinoma,BMGC_DS22247,Hepatocellular carcinoma of liver,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000548,BHY,BMGC_DS20068,squamous cell carcinoma of head and neck,primary,carcinoma,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,HNSC,CVCL_1086,Alveolar ridge squamous cell carcinoma,Squamous cell carcinoma of the oral cavity,BMGC_DS02556,Respiratory Tract Infections | Upper Respiratory Infections | respiratory tract infectious disorder,BMGC_DS05335,esophageal adenocarcinoma | esophagus adenocarcinoma,BMGC_DS08884,maxillary sinus squamous cell carcinoma,BMGC_DS05505,Schneiderian carcinoma | non-keratinizing sinonasal squamous cell carcinoma,BMGC_DS20068,Squamous Cell Carcinoma of Head and Neck,BMGC_DS09059,rectum squamous cell carcinoma | squamous cell carcinoma of rectum
ACH-000551,K-562,BMGC_DS00276,"blast phase chronic myelogenous leukemia, bcr-abl1 positive",metastasis,haematopoietic_neoplasm,CML,Leukemia:CML,LCML,,,,,,,,,,,,,,,
ACH-000552,HT-29,BMGC_DS05624,colon adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000554,UACC-893,BMGC_DS07814,breast adenocarcinoma,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1782,Invasive breast carcinoma of no special type,,BMGC_DS20899,"Carcinoma, Ductal, Breast",BMGC_DS20069,"Carcinoma, Ovarian Epithelial",BMGC_DS04087,breast lobular carcinoma | invasive lobular carcinoma,BMGC_DS09098,breast papillary carcinoma | solid papillary breast carcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000555,A-498,BMGC_DS00375,renal cell carcinoma,primary,carcinoma,kidney,Kidney:Carcinoma,KIRC,,,,,,,,,,,,,,,
ACH-000558,A172,BMGC_DS00965,glioblastoma,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,,,,,,,,,,,,,,,
ACH-000559,NCI-H1836,BMGC_DS02887,lung small cell carcinoma,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000560,ECC10,BMGC_DS08739,gastric small cell carcinoma,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,,,,,,,,,,,,,,,
ACH-000562,HCC-78,BMGC_DS02944,lung adenocarcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000563,EBC-1,BMGC_DS02872,lung squamous cell carcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,,,,,,,,,,,,,,,
ACH-000565,RCM-1,BMGC_DS08359,colorectal adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,BMGC_DS05296,duodenal adenocarcinoma | duodenum adenocarcinoma,BMGC_DS08620,colon squamous cell carcinoma | squamous cell carcinoma of colon,BMGC_DS20323,Fever,BMGC_DS22241,,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000566,SW-1710,BMGC_DS07053,bladder carcinoma,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,,,,,,,,,,,,,,,
ACH-000567,ST486,BMGC_DS00331,burkitt lymphoma,metastasis,lymphoid_neoplasm,lymphoma_Burkitt,Lymphoma:NH_B_cell,DLBC,,,,,,,,,,,,,,,
ACH-000568,UACC-812,BMGC_DS07814,breast adenocarcinoma,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1781,Invasive breast carcinoma of no special type,,BMGC_DS20899,"Carcinoma, Ductal, Breast",BMGC_DS20069,"Carcinoma, Ovarian Epithelial",BMGC_DS04087,breast lobular carcinoma | invasive lobular carcinoma,BMGC_DS09098,breast papillary carcinoma | solid papillary breast carcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000569,IST-MES1,BMGC_DS09237,pleural mesothelioma,primary,mesothelioma,mesothelioma,Lung:Mesothelioma,MESO,,,,,,,,,,,,,,,
ACH-000570,YKG1,BMGC_DS00965,glioblastoma,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,,,,,,,,,,,,,,,
ACH-000571,T98G,BMGC_DS00965,glioblastoma,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,,,,,,,,,,,,,,,
ACH-000572,G-361,BMGC_DS01559,melanoma,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000573,MDA-MB-436,BMGC_DS07814,breast adenocarcinoma,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_0623,Invasive breast carcinoma of no special type,,BMGC_DS20899,"Carcinoma, Ductal, Breast",BMGC_DS20069,"Carcinoma, Ovarian Epithelial",BMGC_DS04087,breast lobular carcinoma | invasive lobular carcinoma,BMGC_DS09098,breast papillary carcinoma | solid papillary breast carcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000574,FU-OV-1,BMGC_DS07934,ovarian adenocarcinoma | ovary adenocarcinoma,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_2047,High grade ovarian serous adenocarcinoma,,BMGC_DS20069,"Carcinoma, Ovarian Epithelial",BMGC_DS08982,ovarian transitional cell carcinoma | ovary transitional cell carcinoma,BMGC_DS08979,ovarian serous surface papillary adenocarcinoma | ovary papillary carcinoma,BMGC_DS09417,peritoneal serous adenocarcinoma | primary peritoneal serous adenocarcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000577,JHH-2,BMGC_DS05326,adult hepatocellular carcinoma,metastasis,carcinoma,liver,Liver:HCC,LIHC,,,,,,,,,,,,,,,
ACH-000579,UACC-257,BMGC_DS01559,melanoma,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000580,C32,BMGC_DS20084,"melanoma, cutaneous malignant",primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_ZA06,,,BMGC_DS20084,"Melanoma, Cutaneous Malignant",BMGC_DS06069,malignant cornea melanoma,BMGC_DS20323,Fever,BMGC_DS22241,,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000581,SNU-16,BMGC_DS05289,gastric adenocarcinoma,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,,,,,,,,,,,,,,,
ACH-000583,MC116,BMGC_DS20833,"lymphoma, large b-cell, diffuse | diffuse large b-cell lymphoma",metastasis,lymphoid_neoplasm,lymphoma_other,Lymphoma:NH_B_cell,DLBC,CVCL_1399,B-cell non-Hodgkin lymphoma,B-cell non-Hodgkin lymphoma,BMGC_DS20922,"Lymphoma, B-Cell, Marginal Zone | marginal zone lymphoma",BMGC_DS20498,"Lymphoma, Follicular | follicular lymphoma",BMGC_DS20834,"Lymphoma, T-Cell, Cutaneous | primary cutaneous T-cell non-Hodgkin lymphoma",BMGC_DS08751,"B-cell lymphoma, unclassifiable, with features intermediate between diffuse large b-cell lymphoma and classical Hodgkin lymphoma | gray zone lymphoma",BMGC_DS20834,"Lymphoma, T-Cell, Cutaneous | primary cutaneous T-cell non-Hodgkin lymphoma",BMGC_DS08751,"B-cell lymphoma, unclassifiable, with features intermediate between diffuse large b-cell lymphoma and classical Hodgkin lymphoma | gray zone lymphoma"
ACH-000584,JHOS-4,BMGC_DS07934,ovarian adenocarcinoma | ovary adenocarcinoma,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_4649,High grade ovarian serous adenocarcinoma,,BMGC_DS20069,"Carcinoma, Ovarian Epithelial",BMGC_DS08982,ovarian transitional cell carcinoma | ovary transitional cell carcinoma,BMGC_DS08979,ovarian serous surface papillary adenocarcinoma | ovary papillary carcinoma,BMGC_DS09417,peritoneal serous adenocarcinoma | primary peritoneal serous adenocarcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000585,EPLC-272H,BMGC_DS20198,"carcinoma, non-small-cell lung",primary,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,CVCL_1197,Lung mucoepidermoid carcinoma,,BMGC_DS20081,"Mesothelioma, Malignant",BMGC_DS05385,hypopharynx squamous cell carcinoma,BMGC_DS08816,laryngeal mucoepidermoid carcinoma,BMGC_DS08926,thymic mucoepidermoid carcinoma | thymus mucoepidermoid carcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000586,NCI-H1876,BMGC_DS02887,lung small cell carcinoma,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
ACH-000587,NCI-H1975,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000589,NCI-H1437,BMGC_DS02944,lung adenocarcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,,,,,,,,,,,,,,,
ACH-000595,LN-229,BMGC_DS00965,glioblastoma,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,,,,,,,,,,,,,,,
ACH-000596,LCLC-97TM1,BMGC_DS05995,lung large cell carcinoma,primary,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,,,,,,,,,,,,,,,
ACH-000599,PA-TU-8902,BMGC_DS05421,pancreatic adenocarcinoma,primary,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,,,,,,,,,,,,,,,
ACH-000601,MIA PaCa-2,BMGC_DS04293,exocrine pancreatic carcinoma | pancreatic carcinoma,primary,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,CVCL_0428,Pancreatic undifferentiated carcinoma,,BMGC_DS21007,"Carcinoma, Pancreatic Ductal",BMGC_DS03206,pancreatic ductal carcinoma,BMGC_DS06035,undifferentiated ovarian carcinoma,BMGC_DS05344,pancreatic acinar cell adenocarcinoma | pancreatic acinar cell carcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000603,BEN,BMGC_DS00373,lung non-small cell carcinoma,metastasis,carcinoma,lung_NSC,Lung:Others,UNABLE TO CLASSIFY,,,,,,,,,,,,,,,
ACH-000605,TE-6,BMGC_DS05334,esophageal squamous cell carcinoma,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,,,,,,,,,,,,,,,
ACH-000607,KYM-1,BMGC_DS04066,embryonal rhabdomyosarcoma,primary,rhabdomyosarcoma,soft_tissue,Soft_Tissue:Sarcoma_Rhabdoid,SARC,,,,,,,,,,,,,,,
ACH-000609,SF126,BMGC_DS00965,glioblastoma,primary,glioma,glioma,CNS:Glioma,GBM,,,,,,,,,,,,,,,
ACH-000610,NCI-H2227,BMGC_DS02887,lung small cell carcinoma,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,,,,,,,,,,,,,,,
