depMapID,CCLE_ID,Name,Pathology,Site_Primary,Site_Subtype1,Site_Subtype2,Site_Subtype3,Histology,Hist_Subtype1,Hist_Subtype2,Hist_Subtype3,Gender,Life_Stage,Age,Race,Geo_Loc,inferred_ethnicity,Site_Of_Finding,Disease,Annotation_Source,Original.Source.of.Cell.Line,Characteristics,Growth.Medium,Supplements,Freezing.Medium,Doubling.Time.from.Vendor,Doubling.Time.Calculated.hrs,type,type_refined,PATHOLOGIST_ANNOTATION,mutRate,tcga_code
ACH-000258,DU4475_BREAST,DU4475,metastasis,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,62.0,caucasian,,Caucasian,breast,breast_cancer,CCLE,ATCC,"suspension, multicell aggregates",RPMI-1640 + 10% FBS,,5%DMSO,,145.6,breast,breast,Breast:Carcinoma,107.2866384,BRCA
ACH-000259,KELLY_AUTONOMIC_GANGLIA,KELLY,primary,autonomic_ganglia,NS,NS,NS,neuroblastoma,NS,NS,NS,,,,,,Caucasian,,neuroblastoma,CCLE,,,,,5% DMSO,,40.9,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,94.73768069,NB
ACH-000260,SKNAS_AUTONOMIC_GANGLIA,SK-N-AS,primary,autonomic_ganglia,NS,NS,NS,neuroblastoma,NS,NS,NS,female,,6.0,caucasian,,Caucasian,,neuroblastoma,CCLE,ATCC,Adherent,DMEM + 10% FBS,0.1mM NEAA,5%DMSO,,55.9,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,93.765726,NB
ACH-000263,KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KASUMI-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M2,NS,male,,7.0,asian,japan,Asian,,,CCLE,GNF,,,,,~ 48 - 72 hrs,67.7,AML,AML,Leukemia:AML,118.4482717,LAML
ACH-000264,CALU6_LUNG,Calu-6,primary,lung,NS,NS,NS,carcinoma,undifferentiated_carcinoma,NS,NS,female,,61.0,caucasian,,Caucasian,,lung_cancer,CCLE,ATCC,Adherent,EMEM +10%FBS,,5% DMSO,,78.9,lung_NSC,lung_NSC,Lung:NSCLC_Others,87.77718147,LUAD
ACH-000265,KP4_PANCREAS,KP4,metastasis,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,male,,50.0,asian,japan,Asian,ascites,,CCLE,,adherent,IMDM+10%FBS,,5%DMSO,,,pancreas,pancreas,Pancreas:Carcinoma,143.110198,PAAD
ACH-000267,HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HDLM-2,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Hodgkin_lymphoma,NS,NS,male,,74.0,,,Caucasian,pleura,,CCLE,DSMZ,SUSPENSION,RPMI-1640+ 10% FBS,,5% DMSO,,126.8,lymphoma_Hodgkin,lymphoma_Hodgkin,Lymphoma:Hodgkin,,
ACH-000269,AM38_CENTRAL_NERVOUS_SYSTEM,AM-38,primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,male,,36.0,,,Asian,,,CCLE,HSSRB,,Eagle's minimal essential with 20% heat inactivated fetal bovine serum,,,,,glioma,glioma,CNS:Glioma_HighGrade,137.2704639,GBM
ACH-000270,HPAC_PANCREAS,HPAC,primary,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,64.0,caucasian,,Caucasian,,Pancreatic Cancer,CCLE,ATCC,ADHERENT EPITHELIAL;,DMEM:F12 + 5% FBS,Insulin + EGF,5%DMSO,,69.7,pancreas,pancreas,Pancreas:Carcinoma,98.3442931,PAAD
ACH-000271,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-10,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,male,,25.0,,,Caucasian,pleura,diffuse_histiocytic_lymphoma,CCLE,DSMZ,round lymphoid cells growing singly or in clumps in suspention,80-90% RPMI 1640 +10-20% h.i. FBS,,,~ 30-50 hrs,,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,92.25565066,DLBC
ACH-000273,SF539_CENTRAL_NERVOUS_SYSTEM,SF539,primary,central_nervous_system,brain,NS,NS,glioma,NS,NS,NS,,,,,,Caucasian,,,CCLE,Garraway Lab,Mix,RPMI-1640+ 5% FBS,,5% DMSO,,105.3,glioma,glioma,CNS:Glioma_HighGrade,107.540583,LGG
ACH-000276,HCC38_BREAST,HCC38,primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,50.0,caucasian,,Caucasian,,breast_cancer,CCLE,ATCC,"adherent, single cells and loosely attached clusters",RPMI-1640 + 10% FBS,,5%DMSO,,103.3,breast,breast,Breast:Carcinoma,96.75975762,BRCA
ACH-000277,HCC1419_BREAST,HCC1419,primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,42.0,,,Caucasian,,breast_cancer,CCLE,GNF,,,,,,,breast,breast,Breast:Carcinoma,95.68871956,BRCA
ACH-000281,KP2_PANCREAS,KP-2,primary,pancreas,NS,NS,NS,carcinoma,NS,NS,NS,female,,65.0,asian,,Asian,,Pancreatic Cancer,CCLE,NIBRI,,,,,,,pancreas,pancreas,Pancreas:Carcinoma,139.9638893,PAAD
ACH-000282,NCIH1755_LUNG,NCI-H1755,metastasis,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,,65.0,caucasian,,Caucasian,liver,,CCLE,ATCC,Mixed adherent and suspension,RPMI 1640+10%FBS,,5%DMSO,,41.0,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,101.8703799,LUAD
ACH-000287,NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NU-DUL-1,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,B_cell_lymphoma_unspecified,NS,NS,male,,43.0,caucasian,,Caucasian,cerebrospinal_fluid,,CCLE,DSMZ,polymorphic cells growing singly in suspention,85% RPMI 1640 +15% h. i. FBS,,,~  30-36 hrs,,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,87.64649975,DLBC
ACH-000288,BT549_BREAST,BT-549,primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,papillary,NS,female,,72.0,caucasian,,Caucasian,,breast_cancer,CCLE,ATCC,Adherent,RPMI + 10 % FBS,,5%DMSO,,98.4,breast,breast,,100.4679692,BRCA
ACH-000290,NCIH209_LUNG,NCI-H209,metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,55.0,caucasian,,Caucasian,bone_marrow,lung_cancer,CCLE,,Suspension,RPMI-1640+10%FBS,,5%DMSO,,115.6,lung_small_cell,lung_small_cell,Lung:SCLC,98.23803075,SCLC
ACH-000291,OV90_OVARY,OV-90,metastasis,ovary,NS,NS,NS,carcinoma,mixed_carcinoma,NS,NS,female,,64.0,caucasian,canada,Caucasian,ascites,malignant_papillary_serous_adenocarcinoma,CCLE,NIBRI,Epithelial Adherent,MCDB 105 (1:1)Medium 199 +15%FBS,,5%DMSO,,91.2,ovary,ovary,Ovary:Carcinoma,93.71418335,OV
ACH-000292,NCIH841_LUNG,NCI-H841,metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,51.0,caucasian,,Caucasian,lymph_node,,CCLE,,,,,,,40.5,lung_small_cell,lung_small_cell,Lung:SCLC,131.4714216,SCLC
ACH-000293,KLE_ENDOMETRIUM,KLE,primary,endometrium,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,,64.0,caucasian,,Caucasian,,,CCLE,GNF,,,,,,70.2,endometrium,endometrium,Endometrium:Carcinoma,96.20381721,UCEC
ACH-000294,NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB-4,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M3,NS,female,,23.0,,,Caucasian,,,CCLE,DSMZ,"single cells in suspention, round or polymorphic cells, very few are giant cells",90% rPMI 1640 + 10% h. i. FBS,,,~  35-45 hrs,,AML,AML,Leukemia:AML,110.9067632,LAML
ACH-000295,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EM-2,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,female,,5.0,caucasian,,Caucasian,,,CCLE,DSMZ,"single, round to oval cells in suspention",90% RPMI 1640 +10% h.i. FBS,,,~  35-40 hrs,65.8,CML,CML,Leukemia:CML,117.0396003,LCML
ACH-000298,NCIH2029_LUNG,NCI-H2029,metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,female,,69.0,caucasian,,Caucasian,lymph_node,,CCLE,ATCC,,DMEM:HAM's F12  1:1  + 5%  FBS,".005 mg/ml insulin, .01 mg/ml transferrin, 30nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine",5%DMSO,,171.6,lung_small_cell,lung_small_cell,Lung:SCLC,89.90036362,SCLC
ACH-000301,LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LAMA-84,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,female,,29.0,,,Caucasian,,,CCLE,DSMZ,"single, round to polymorph cellsgrowing in suspention, some cells areloosely adherent",90% RPMI 1640 +10% h. i. FBS,,,~  50 hrs,,CML,CML,Leukemia:CML,107.9394111,LCML
ACH-000303,SNU5_STOMACH,SNU-5,metastasis,stomach,NS,NS,NS,carcinoma,undifferentiated_adenocarcinoma,NS,NS,female,,33.0,asian,,Asian,ascites,,CCLE,NIBRI,,,,,,,stomach,stomach,Gastric:Carcinoma,147.8163642,STAD
ACH-000304,WM115_SKIN,WM-115,primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,female,,59.0,,,Caucasian,,,CCLE,,,,,,,105.1,melanoma,melanoma,Skin:Melanoma,135.0621286,SKCM
ACH-000305,ECGI10_OESOPHAGUS,EC-GI-10,primary,oesophagus,NS,NS,NS,carcinoma,NS,NS,NS,male,,65.0,,,Asian,,,CCLE,RIKEN,epithelial-like,HamF12+10%FBS,,,,,esophagus,esophagus,Oesophagus:Carcinoma,120.3791123,ESCA
ACH-000308,EFO21_OVARY,EFO-21,metastasis,ovary,NS,NS,NS,carcinoma,serous_carcinoma,NS,NS,female,,56.0,caucasian,,Caucasian,ascites,,CCLE,NIBRI,,,,,,,ovary,ovary,Ovary:Carcinoma,104.5920312,OV
ACH-000309,SKLU1_LUNG,SK-LU-1,primary,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,,60.0,caucasian,,Caucasian,,,CCLE,ATCC,Adherent,MEM+10%FBS,,5% DMSO,,174.6,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,72.9598821,LUAD
ACH-000311,NCIH2122_LUNG,NCI-H2122,metastasis,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,,46.0,caucasian,,Caucasian,pleura,lung_cancer,CCLE,ATCC,Suspension,RPMI-1640+10%FBS,,5%DMSO,,47.77519,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,116.8282791,LUAD
ACH-000315,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS-422,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,female,,73.0,,,Caucasian,pleura,,CCLE,DSMZ,supension,RPMI-1640 + 20% FBS,,10%DMSO,,58.5,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,108.0711108,DLBC
ACH-000318,TE10_OESOPHAGUS,TE-10,primary,oesophagus,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,,,,,,Asian,,,CCLE,RIKEN,epithelial-like,RPMI 1640 +10%FBS,,,,,esophagus,esophagus,Oesophagus:Carcinoma,126.1761027,ESCA
ACH-000319,MPP89_PLEURA,MPP 89,metastasis,pleura,NS,NS,NS,mesothelioma,NS,NS,NS,male,,67.0,,,Caucasian,pleura,,CCLE,GNF,,,,,,,mesothelioma,mesothelioma,Lung:Mesothelioma,92.85643096,MESO
ACH-000320,PSN1_PANCREAS,PSN1,primary,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,,,,,,Asian,,,CCLE,ECACC,adherent epithelial,RPMI-1640 + 10% FBS,2mM Glutamine,5%DMSO,,40.9,pancreas,pancreas,Pancreas:Carcinoma,137.8566605,PAAD
ACH-000322,HT144_SKIN,HT-144,metastasis,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,male,,29.0,caucasian,,Caucasian,subcutaneous_tissue,,CCLE,,Fibroblast like adherent,McCoy 5A+15%FBS,,5%DMSO,,42.5,melanoma,melanoma,Skin:Melanoma,99.35271705,SKCM
ACH-000323,42MGBA_CENTRAL_NERVOUS_SYSTEM,42-MG-BA,primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,male,,63.0,,,Caucasian,,Brain Cancer,CCLE,DSMZ,Adherent,RPMI:EMEM (1:1) +20 % FBS,,5%DMSO,,82.6,glioma,glioma,CNS:Glioma_HighGrade,107.0508799,GBM
ACH-000326,JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JURL-MK1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,male,,73.0,,,Caucasian,,,CCLE,DSMZ,round cells growing singly or in small clusters in suspention,90% RPMI1640 +10%h.i. FBS,,,~  48 hrs,,CML,CML,Leukemia:CML,99.11920898,LCML
ACH-000327,NCIH1395_LUNG,NCI-H1395,primary,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,,55.0,caucasian,,Caucasian,,lung_cancer,CCLE,ATCC,adherent,RPMI+10%FBS,,5% DMSO,,94.2,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,93.0620724,LUAD
ACH-000329,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,CCF-STTG1,primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma,NS,NS,female,,68.0,caucasian,,Caucasian,,brain_cancer,CCLE,ATCC,Adherent astrocytic,RPMI-1640+10% FBS,,5% DMSO,,187.5,glioma,glioma,CNS:Glioma,112.4321587,GBM
ACH-000330,EFM19_BREAST,EFM-19,metastasis,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,50.0,caucasian,,Caucasian,pleura,breast_cancer,CCLE,DSMZ,"epitheloid, growing in clusters at first, then monolayer",RPMI-10% FBS,,5% DMSO,64 hrs,,breast,breast,Breast:Carcinoma,116.3127807,BRCA
ACH-000332,YAPC_PANCREAS,YAPC,metastasis,pancreas,NS,NS,NS,carcinoma,NS,NS,NS,male,,43.0,asian,japan,Asian,ascites,,CCLE,DSMZ,Adherent,RPMI-1640 + 10% FBS,,10%DMSO,,72.7,pancreas,pancreas,Pancreas:Carcinoma,115.5254055,PAAD
ACH-000334,DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DB,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,male,,45.0,caucasian,,Caucasian,ascites,germinal center B-cell-like (GCB) DLBCL,CCLE,ATCC,suspension,RPMI-1640 + 10% FBS,,5%DMSO,,52.6,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,120.7925694,DLBC
ACH-000335,MSTO211H_PLEURA,MSTO-211H,metastasis,pleura,NS,NS,NS,mesothelioma,NS,NS,NS,male,,62.0,caucasian,,Caucasian,pleura,lung_cancer,CCLE,ATCC,adherenet,RPMI+10%FBS,,5% DMSO,,35.6,mesothelioma,mesothelioma,Lung:Mesothelioma,124.150508,MESO
ACH-000336,OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-AML3,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M4,NS,male,,57.0,,,Caucasian,,,CCLE,DSMZ,"single, mostly round cells growing in suspention",80% alpha-MEM + 20% h. i. FBS,,,~  35-40 hrs,70.4,AML,AML,Leukemia:AML,96.19953871,LAML
ACH-000338,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SR-786,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,anaplastic_large_cell_lymphoma,NS,NS,male,,11.0,,,Caucasian,pleura,anaplastic_large_cell_lymphoma,CCLE,DSMZ,"ovoid- to round, sometimes irregular, occasinally with apical processes, growing in suspention, singly or in small clumps",85% RPMI 1640 +15% h.i. FBS,,,~  30 hrs,,lymphoma_other,T-cell_lymphoma_other,Lymphoma:NH_T_cell,103.6805732,
ACH-000341,SKNFI_AUTONOMIC_GANGLIA,SK-N-FI,metastasis,autonomic_ganglia,NS,NS,NS,neuroblastoma,NS,NS,NS,male,,11.0,caucasian,,Caucasian,bone_marrow,neuroblastoma,CCLE,NIBRI,,,,,,,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,112.135783,NB
ACH-000343,NCIH522_LUNG,NCI-H522,primary,lung,NS,NS,NS,carcinoma,non_small_cell_carcinoma,NS,NS,male,,60.0,caucasian,,Caucasian,,lung_cancer,CCLE,GNF,,,,,,,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,95.03061174,LUAD
ACH-000345,KPNRTBM1_AUTONOMIC_GANGLIA,KP-N-RT-BM-1,metastasis,autonomic_ganglia,NS,NS,NS,neuroblastoma,NS,NS,NS,,,,,,Asian,bone_marrow,neuroblastoma,CCLE,HSSRB,neuroblast-like,RPMI 1640 medium with 10% fetal bovine serum,,,,404.8,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,121.7551211,NB
ACH-000346,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JVM-3,primary,haematopoietic_and_lymphoid_tissue,lymph_node,NS,NS,lymphoid_neoplasm,chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma,NS,NS,male,,73.0,,,Caucasian,,,CCLE,DSMZ,lymphoblastoid cells growing in clumps in suspention,90% RPMI 1640 + 10% h. i. FBS,,,~  30 hrs,,lymphoma_other,B-cell_lymphoma_other,Leukemia:CLL,108.0362974,CLL
ACH-000347,QGP1_PANCREAS,QGP-1,primary,pancreas,NS,NS,NS,carcinoma,NS,NS,NS,male,,61.0,asian,,Asian,,Pancreatic Cancer,CCLE,HSRRB,adherent epithelial,RPMI-1640 + 10% FBS,,5%DMSO,,92.1,pancreas,pancreas,Pancreas:Carcinoma,136.6267225,PAAD
ACH-000348,RPMI7951_SKIN,RPMI-7951,metastasis,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,female,,18.0,caucasian,,Caucasian,lymph_node,melanoma,CCLE,ATCC,"EPITHELIAL, ADHERENT",EMEM+10%FBS,,5%DMSO,,52.9,melanoma,melanoma,Skin:Melanoma,98.68563984,SKCM
ACH-000349,HCC1500_BREAST,HCC1500,primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,32.0,african_american,,African_american,,ductal_carcinoma,CCLE,ATCC,Epithelial adherent,RPMI-1640+10% FBS,,5%DMSO,,123.5,breast,breast,Breast:Carcinoma,89.26905347,BRCA
ACH-000350,COLO678_LARGE_INTESTINE,COLO-678,metastasis,large_intestine,colon,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,69.0,,,Caucasian,lymph_node,,CCLE,DSMZ,round or spindle - shaped adherent cells growing as monolayer,90% RPMI 1640 + 10% h.i. FBS,,,~  60-70 hrs,,colorectal,colorectal,Colorectal:Carcinoma,104.598553,COAD/READ
ACH-000351,MKN1_STOMACH,MKN1,metastasis,stomach,NS,NS,NS,carcinoma,mixed_adenosquamous_carcinoma,NS,NS,male,,72.0,asian,japan,Asian,lymph_node,,CCLE,HSSRB,epithelial-like,RPMI 1640 medium with 10% fetal calf serum.,,,,,stomach,stomach,Gastric:Carcinoma,148.071063,STAD
ACH-000352,HCC1428_BREAST,HCC1428,metastasis,breast,NS,NS,NS,carcinoma,NS,NS,NS,female,,49.0,caucasian,,Caucasian,pleura,breast_cancer,CCLE,ATCC,Adherent; large epithelial cells with occasional vacuole formation,RPMI-1640+10% FBS,,5%DMSO,,81.4,breast,breast,Breast:Carcinoma,102.3734306,BRCA
ACH-000353,TE15_OESOPHAGUS,TE-15,primary,oesophagus,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,female,,,,,Asian,,,CCLE,GNF,,,,,,,esophagus,esophagus,Oesophagus:Carcinoma,131.4062314,ESCA
ACH-000354,CAPAN1_PANCREAS,Capan-1,metastasis,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,male,,40.0,caucasian,,Caucasian,liver,,CCLE,ATCC,Adherent,IMDM +20% FBS,,5%DMSO,,148.4,pancreas,pancreas,Pancreas:Carcinoma,94.4755242,PAAD
ACH-000355,NCIH82_LUNG,NCI-H82,metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,41.0,caucasian,,Caucasian,pleura,,CCLE,ATCC,adherent; epithelial,RPMI+10%FBS,,5% DMSO,,21.6,lung_small_cell,lung_small_cell,Lung:SCLC,108.504952,SCLC
ACH-000356,MKN45_STOMACH,MKN-45,metastasis,stomach,NS,NS,NS,carcinoma,diffuse_adenocarcinoma,NS,NS,female,,62.0,asian,japan,Asian,liver,,CCLE,HSRRB,,,,,,,stomach,stomach,Gastric:Carcinoma,130.5479853,STAD
ACH-000357,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JeKo-1,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,mantle_cell_lymphoma,NS,NS,female,,78.0,,,Asian,,mantle_cell_lymphoma,CCLE,,suspension,RPMI1640+20%FBS,,10%DMSO,,46.0,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,159.114053,DLBC
ACH-000358,NCIH69_LUNG,NCI-H69,metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,55.0,caucasian,,Caucasian,pleura,papillary_adenocarcinoma,CCLE,ATCC,floating aggregates,RPMI 1640 + 10% FBS,,5% DMSO,,98.3,lung_small_cell,lung_small_cell,Lung:SCLC,101.4376589,SCLC
ACH-000359,MG63_BONE,MG-63,primary,bone,NS,NS,NS,osteosarcoma,NS,NS,NS,male,,14.0,caucasian,,Caucasian,,,CCLE,NIBRI,,,,,,,osteosarcoma,osteosarcoma,Bone:Sarcoma_Osteo,98.02781332,SARC
ACH-000360,NCIH508_LARGE_INTESTINE,NCI-H508,metastasis,large_intestine,caecum,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,55.0,caucasian,,Caucasian,abdominal_wall,,CCLE,NIBRI,,,,,,,colorectal,colorectal,Colorectal:Carcinoma,94.03118402,COAD/READ
ACH-000361,SKHEP1_LIVER,SK-HEP-1,metastasis,liver,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,52.0,caucasian,,Caucasian,ascites,,CCLE,ATCC,adherent epithelial,EMEM + 10% FBS,,5%DMSO,,44.4,liver,liver,Liver:Carcinoma_Adeno,144.8941285,LIHC
ACH-000362,MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM-13,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M5a,NS,male,,20.0,,,Asian,,Leukemia,CCLE,DSMZ,suspension; dt=50hrs,RPMI-1640+20%FBS,,5% DMSO,50 hrs,60.6,AML,AML,Leukemia:AML,147.478632,LAML
ACH-000363,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SK-MM-2,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,male,,54.0,,,Caucasian,,,CCLE,DSMZ,round single cells growing in suspention,80% RPMI 1640 +20% h.i. FBS,,,~  100 hrs,,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,97.98150618,MM
ACH-000364,U2OS_BONE,U-2 OS,primary,bone,NS,NS,NS,osteosarcoma,NS,NS,NS,female,,15.0,caucasian,,Caucasian,,bone_cancer,CCLE,ATCC,Adherent,McCoy's 5A +10%FBS,,5% DMSO,,,osteosarcoma,osteosarcoma,Bone:Sarcoma_Osteo,103.6905353,SARC
ACH-000365,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-4,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,male,,38.0,,,Caucasian,pleura,diffuse_histiocytic_lymphoma,CCLE,DSMZ,SUSPENSION,RPMI-1640+ 20% FBS,,5% DMSO,,45.1,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,96.79794358,DLBC
ACH-000366,SKNDZ_AUTONOMIC_GANGLIA,SK-N-DZ,metastasis,autonomic_ganglia,NS,NS,NS,neuroblastoma,NS,NS,NS,female,,2.0,caucasian,,Caucasian,bone_marrow,neuroblastoma,CCLE,NIBRI,,,,,,,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,105.5585115,NB
ACH-000367,NCIH226_LUNG,NCI-H226,metastasis,lung,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,,,,Caucasian,pleura,lung_cancer,CCLE,ATCC,,RPMI-1640+10% FBS,,5%DMSO,,49.8,lung_NSC,lung_NSC,Lung:NSCLC_Squamous,93.36313254,LUSC
ACH-000369,MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM-16,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M0,NS,female,,77.0,asian,japan,Asian,,,CCLE,DSMZ,single or small clumps in suspension,RPMI-1640+20% FBS,10ng/ml GM-CSF,5% DMSO,50-80hrs,73.9,AML,AML,Leukemia:AML,136.4703782,LAML
ACH-000371,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RL,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,B_cell_lymphoma_unspecified,NS,NS,male,,52.0,caucasian,,Caucasian,ascites,non-Hodgkins lymphoma,CCLE,,suspension,RPMI1640+20%FBS,,5% DMSO,,62.5,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,108.5911079,DLBC
ACH-000372,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P12-ICHIKAWA,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,NS,NS,male,,7.0,,,Asian,,TALL,CCLE,DSMZ,"single, polymorph cells in suspention",90% RPMI 1640 +10% h.i. FBS,,,~  40-50 hrs,,T-cell_ALL,T-cell_ALL,Leukemia:ALL,145.9780565,ALL
