depMapID,Name,Pathology,Histology,type,PATHOLOGIST_ANNOTATION,tcga_code,id,xref_NCIt_ID,xref_NCIt_name,NCIt_BMGC_ID,NCIt_BMGC_name,xref_ORDO_ID,xref_ORDO_name,ORDO_BMGC_ID,ORDO_BMGC_name
ACH-000457,CAL-54,metastasis,carcinoma,kidney,Kidney:Carcinoma,KIRC,CVCL_1111,NCIt:C9385,Renal cell carcinoma,BMGC_DS00375,renal cell carcinoma,ORDO:Orphanet_217071,Renal cell carcinoma,BMGC_DS00375,renal cell carcinoma
ACH-000463,NCI-H460,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,CVCL_0459,NCIt:C4450,Lung large cell carcinoma,BMGC_DS05995,lung large cell carcinoma,,,,
ACH-000464,CAS-1,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,CVCL_1117,NCIt:C3058,Glioblastoma,BMGC_DS00965,glioblastoma,ORDO:Orphanet_360,Glioblastoma,BMGC_DS00965,glioblastoma
ACH-000465,SK-MEL-1,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_0068,NCIt:C3224,Melanoma,BMGC_DS01559,melanoma,,,,
ACH-000469,YH-13,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,CVCL_1795,NCIt:C3058,Glioblastoma,BMGC_DS00965,glioblastoma,ORDO:Orphanet_360,Glioblastoma,BMGC_DS00965,glioblastoma
ACH-000470,SW1463,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_1718,NCIt:C9383,Rectal adenocarcinoma,,,,,,
ACH-000472,HSC-2,primary,carcinoma,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,HNSC,CVCL_1287,NCIt:C4833,Oral cavity squamous cell carcinoma,BMGC_DS06960,oral cavity squamous cell carcinoma,ORDO:Orphanet_502363,Squamous cell carcinoma of the oral cavity,,
ACH-000473,RT-112,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,CVCL_1670,NCIt:C4912,Bladder carcinoma,BMGC_DS07053,bladder carcinoma,,,,
ACH-000476,JHH-4,primary,carcinoma,liver,Liver:HCC,LIHC,CVCL_2787,NCIt:C3098,Hepatitis C infection,,,ORDO:Orphanet_210159,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma
ACH-000478,SNU-387,primary,carcinoma,liver,Liver:HCC,LIHC,CVCL_0250,NCIt:C7956,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma,ORDO:Orphanet_210159,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma
ACH-000481,NCI-H2170,primary,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,CVCL_1535,NCIt:C3493,Lung squamous cell carcinoma,BMGC_DS02872,lung squamous cell carcinoma,,,,
ACH-000482,RERF-LC-KJ,primary,carcinoma,lung_NSC,Lung:NSCLC_Others,LUAD,CVCL_1654,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000483,SNU-182,primary,carcinoma,liver,Liver:HCC,LIHC,CVCL_0090,NCIt:C7956,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma,ORDO:Orphanet_210159,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma
ACH-000484,VMRC-RCW,primary,carcinoma,kidney,Kidney:Carcinoma,KIRC,CVCL_1790,NCIt:C9385,Renal cell carcinoma,BMGC_DS00375,renal cell carcinoma,ORDO:Orphanet_217071,Renal cell carcinoma,BMGC_DS00375,renal cell carcinoma
ACH-000486,KU-19-19,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,CVCL_1344,NCIt:C4912,Bladder carcinoma,BMGC_DS07053,bladder carcinoma,,,,
ACH-000488,TE-11,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1761,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000489,SW1116,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_0544,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-000491,NCI-H716,metastasis,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_1581,NCIt:C5543,Cecum adenocarcinoma,BMGC_DS08517,cecum adenocarcinoma,,,,
ACH-000493,SNU-423,primary,carcinoma,liver,Liver:HCC,LIHC,CVCL_0366,NCIt:C7956,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma,ORDO:Orphanet_210159,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma
ACH-000496,NCI-H1792,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1495,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000501,LS123,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_1383,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-000505,RKN,primary,leiomyosarcoma,ovary,Soft_Tissue:Sarcoma_Leiomyo,SARC,CVCL_3156,NCIt:C5234,Ovarian leiomyosarcoma,,,ORDO:Orphanet_64720,Leiomyosarcoma,BMGC_DS01379,leiomyosarcoma
ACH-000506,NCI-H146,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1473,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000508,COR-L88,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1141,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000510,NCI-H1299,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Others,,CVCL_0060,NCIt:C4450,Lung large cell carcinoma,BMGC_DS05995,lung large cell carcinoma,,,,
ACH-000514,NCI-H1092,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1454,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000516,CAL-78,primary,chondrosarcoma,chondrosarcoma,Bone:Sarcoma_Chondro,SARC,CVCL_1809,NCIt:C6476,Dedifferentiated chondrosarcoma,,,ORDO:Orphanet_55880,Chondrosarcoma,BMGC_DS00471,chondrosarcoma
ACH-000518,CAL-33,primary,carcinoma,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,HNSC,CVCL_1108,NCIt:C4648,Tongue squamous cell carcinoma,BMGC_DS06143,tongue squamous cell carcinoma,ORDO:Orphanet_457252,Squamous cell carcinoma of the oral tongue,,
ACH-000521,NCI-H2030,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1517,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000522,UM-UC-3,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,CVCL_1783,NCIt:C4912,Bladder carcinoma,BMGC_DS07053,bladder carcinoma,,,,
ACH-000525,NCI-H2171,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1536,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000527,OVISE,metastasis,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_3116,NCIt:C40078,Ovarian clear cell adenocarcinoma,BMGC_DS09513,ovarian clear cell adenocarcinoma,ORDO:Orphanet_398971,Clear cell adenocarcinoma of the ovary,,
ACH-000528,ABC-1,primary,carcinoma,lung_NSC,Lung:NSCLC_Others,LUAD,CVCL_1066,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000530,DMS 114,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1174,NCIt:C183115,Thoracic SMARCA4-deficient undifferentiated tumor,,,,,,
ACH-000532,SNU-61,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_5078,NCIt:C9383,Rectal adenocarcinoma,,,,,,
ACH-000534,WSU-DLCL2,metastasis,lymphoid_neoplasm,lymphoma_DLBCL,Lymphoma:NH_B_cell,DLBC,CVCL_1902,NCIt:C36080,Diffuse large B-cell lymphoma germinal center B-cell type,,,ORDO:Orphanet_544,Diffuse large B-cell lymphoma,BMGC_DS02693,diffuse large B-cell lymphoma
ACH-000535,BxPC-3,primary,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,CVCL_0186,NCIt:C9120,Pancreatic ductal adenocarcinoma,BMGC_DS08986,pancreatic ductal adenocarcinoma,,,,
ACH-000536,BT-20,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_0178,NCIt:C4194,Invasive breast carcinoma of no special type,,,,,,
ACH-000538,HuTu 80,primary,carcinoma,other,,,CVCL_1301,NCIt:C7889,Duodenal adenocarcinoma,BMGC_DS05296,duodenal adenocarcinoma,,,,
ACH-000544,OE21,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_2661,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000546,HSC-4,primary,carcinoma,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,HNSC,CVCL_1289,NCIt:C4648,Tongue squamous cell carcinoma,BMGC_DS06143,tongue squamous cell carcinoma,ORDO:Orphanet_457252,Squamous cell carcinoma of the oral tongue,,
ACH-000547,HT-1197,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,CVCL_1291,NCIt:C7899,Recurrent bladder carcinoma,,,,,,
ACH-000548,BHY,primary,carcinoma,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,HNSC,CVCL_1086,NCIt:C170774,Alveolar ridge squamous cell carcinoma,,,ORDO:Orphanet_502363,Squamous cell carcinoma of the oral cavity,,
ACH-000551,K-562,metastasis,haematopoietic_neoplasm,CML,Leukemia:CML,LCML,CVCL_0004,NCIt:C9110,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",BMGC_DS00276,"blast phase chronic myelogenous leukemia, BCR-ABL1 positive",ORDO:Orphanet_521,Chronic myeloid leukemia,BMGC_DS01409,chronic myeloid leukemia
ACH-000552,HT-29,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_0320,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-000554,UACC-893,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1782,NCIt:C4194,Invasive breast carcinoma of no special type,,,,,,
ACH-000555,A-498,primary,carcinoma,kidney,Kidney:Carcinoma,KIRC,CVCL_1056,NCIt:C9385,Renal cell carcinoma,BMGC_DS00375,renal cell carcinoma,ORDO:Orphanet_217071,Renal cell carcinoma,BMGC_DS00375,renal cell carcinoma
ACH-000559,NCI-H1836,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1498,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000560,ECC10,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,CVCL_1188,NCIt:C6764,Gastric small cell carcinoma,BMGC_DS08739,gastric small cell carcinoma,,,,
ACH-000563,EBC-1,primary,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,CVCL_2891,NCIt:C3493,Lung squamous cell carcinoma,BMGC_DS02872,lung squamous cell carcinoma,,,,
ACH-000567,ST486,metastasis,lymphoid_neoplasm,lymphoma_Burkitt,Lymphoma:NH_B_cell,DLBC,CVCL_1712,NCIt:C2912,Burkitt lymphoma,BMGC_DS00331,Burkitt lymphoma,ORDO:Orphanet_543,Burkitt lymphoma,BMGC_DS00331,Burkitt lymphoma
ACH-000568,UACC-812,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1781,NCIt:C4194,Invasive breast carcinoma of no special type,,,,,,
ACH-000571,T98G,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,CVCL_0556,NCIt:C3058,Glioblastoma,BMGC_DS00965,glioblastoma,ORDO:Orphanet_360,Glioblastoma,BMGC_DS00965,glioblastoma
ACH-000572,G-361,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_1220,NCIt:C3224,Melanoma,BMGC_DS01559,melanoma,,,,
ACH-000573,MDA-MB-436,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_0623,NCIt:C4194,Invasive breast carcinoma of no special type,,,,,,
ACH-000574,FU-OV-1,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_2047,NCIt:C105555,High grade ovarian serous adenocarcinoma,,,,,,
ACH-000577,JHH-2,metastasis,carcinoma,liver,Liver:HCC,LIHC,CVCL_2786,NCIt:C7956,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma,ORDO:Orphanet_210159,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma
ACH-000579,UACC-257,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_1779,NCIt:C3224,Melanoma,BMGC_DS01559,melanoma,,,,
ACH-000581,SNU-16,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,CVCL_0076,NCIt:C4004,Gastric adenocarcinoma,BMGC_DS05289,gastric adenocarcinoma,,,,
ACH-000583,MC116,metastasis,lymphoid_neoplasm,lymphoma_other,Lymphoma:NH_B_cell,DLBC,CVCL_1399,NCIt:C3457,B-cell non-Hodgkin lymphoma,,,ORDO:Orphanet_171915,B-cell non-Hodgkin lymphoma,,
ACH-000584,JHOS-4,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_4649,NCIt:C105555,High grade ovarian serous adenocarcinoma,,,,,,
ACH-000585,EPLC-272H,primary,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,CVCL_1197,NCIt:C45544,Lung mucoepidermoid carcinoma,,,,,,
ACH-000586,NCI-H1876,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1503,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000587,NCI-H1975,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1511,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000589,NCI-H1437,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1472,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000595,LN-229,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,CVCL_0393,NCIt:C3058,Glioblastoma,BMGC_DS00965,glioblastoma,ORDO:Orphanet_360,Glioblastoma,BMGC_DS00965,glioblastoma
ACH-000596,LCLC-97TM1,primary,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,CVCL_1376,NCIt:C4450,Lung large cell carcinoma,BMGC_DS05995,lung large cell carcinoma,,,,
ACH-000601,MIA PaCa-2,primary,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,CVCL_0428,NCIt:C5722,Pancreatic undifferentiated carcinoma,,,,,,
ACH-000603,BEN,metastasis,carcinoma,lung_NSC,Lung:Others,UNABLE TO CLASSIFY,CVCL_1082,NCIt:C2926,Lung non-small cell carcinoma,BMGC_DS00373,lung non-small cell carcinoma,,,,
ACH-000605,TE-6,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1765,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000607,KYM-1,primary,rhabdomyosarcoma,soft_tissue,Soft_Tissue:Sarcoma_Rhabdoid,SARC,CVCL_3007,NCIt:C8971,Embryonal rhabdomyosarcoma,BMGC_DS04066,embryonal rhabdomyosarcoma,ORDO:Orphanet_99757,Embryonal rhabdomyosarcoma,BMGC_DS04066,embryonal rhabdomyosarcoma
ACH-000609,SF126,primary,glioma,glioma,CNS:Glioma,GBM,CVCL_1688,NCIt:C3058,Glioblastoma,BMGC_DS00965,glioblastoma,ORDO:Orphanet_360,Glioblastoma,BMGC_DS00965,glioblastoma
ACH-000610,NCI-H2227,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1542,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000611,SU-DHL-6,metastasis,lymphoid_neoplasm,lymphoma_DLBCL,Lymphoma:NH_B_cell,DLBC,CVCL_2206,NCIt:C36080,Diffuse large B-cell lymphoma germinal center B-cell type,,,ORDO:Orphanet_544,Diffuse large B-cell lymphoma,BMGC_DS02693,diffuse large B-cell lymphoma
ACH-000613,HOS,primary,osteosarcoma,osteosarcoma,Bone:Sarcoma_Osteo,SARC,CVCL_0312,NCIt:C9145,Osteosarcoma,BMGC_DS01819,osteosarcoma,ORDO:Orphanet_668,Osteosarcoma,BMGC_DS01819,osteosarcoma
ACH-000614,RVH-421,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_1672,NCIt:C3224,Melanoma,BMGC_DS01559,melanoma,,,,
ACH-000615,SK-MEL-28,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_0526,NCIt:C3510,Cutaneous melanoma,BMGC_DS02930,cutaneous melanoma,,,,
ACH-000617,OVCAR-4,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_1627,NCIt:C105555,High grade ovarian serous adenocarcinoma,,,,,,
ACH-000619,PE/CA-PJ15,primary,carcinoma,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,HNSC,CVCL_2678,NCIt:C4648,Tongue squamous cell carcinoma,BMGC_DS06143,tongue squamous cell carcinoma,ORDO:Orphanet_457252,Squamous cell carcinoma of the oral tongue,,
ACH-000620,JHH-1,primary,carcinoma,liver,Liver:HCC,LIHC,CVCL_2785,NCIt:C3098,Hepatitis C infection,,,ORDO:Orphanet_210159,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma
ACH-000621,MDA-MB-157,metastasis,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_0618,NCIt:C4872,Breast carcinoma,BMGC_DS07015,breast carcinoma,,,,
ACH-000622,KNS-42,primary,glioma,glioma,CNS:Glioma,LGG,CVCL_0378,NCIt:C39750,"Glioblastoma, IDH-wildtype",,,ORDO:Orphanet_360,Glioblastoma,BMGC_DS00965,glioblastoma
ACH-000624,HCC1806,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1258,NCIt:C40359,Breast acantholytic squamous cell carcinoma,,,,,,
ACH-000625,Hep 3B2.1-7,primary,carcinoma,liver,Liver:HCC,LIHC,CVCL_0326,NCIt:C7955,Childhood hepatocellular carcinoma,,,ORDO:Orphanet_33402,Pediatric hepatocellular carcinoma,BMGC_DS05325,pediatric hepatocellular carcinoma
ACH-000626,U266B1,primary,lymphoid_neoplasm,multiple_myeloma,Lymphoma:Multiple_Myeloma,MM,CVCL_0566,NCIt:C3242,Plasma cell myeloma,BMGC_DS01639,plasma cell myeloma,ORDO:Orphanet_29073,Multiple myeloma,BMGC_DS01639,multiple myeloma
ACH-000627,LCLC-103H,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,CVCL_1375,NCIt:C4450,Lung large cell carcinoma,BMGC_DS05995,lung large cell carcinoma,,,,
ACH-000628,NCI-H596,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1571,NCIt:C9133,Lung adenosquamous carcinoma,,,,,,
ACH-000636,RPMI-8402,primary,lymphoid_neoplasm,T-cell_ALL,Leukemia:ALL,ALL,CVCL_1667,NCIt:C7953,Childhood T acute lymphoblastic leukemia,,,ORDO:Orphanet_99861,Precursor T-cell acute lymphoblastic leukemia,,
ACH-000637,KYSE-520,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1355,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000638,NCI-H441,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1561,NCIt:C5650,Lung papillary adenocarcinoma,BMGC_DS08997,lung papillary adenocarcinoma,,,,
ACH-000639,NCI-H211,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1529,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000640,SK-MEL-31,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_0600,NCIt:C3510,Cutaneous melanoma,BMGC_DS02930,cutaneous melanoma,,,,
ACH-000641,CMK,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,CVCL_0216,NCIt:C2993,Down syndrome,BMGC_DS00684,Down Syndrome,ORDO:Orphanet_870,Down syndrome,BMGC_DS00684,Down Syndrome
ACH-000643,HDQ-P1,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_2067,NCIt:C4017,Breast ductal carcinoma,BMGC_DS08035,breast ductal carcinoma,,,,
ACH-000644,COLO 829,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_1137,NCIt:C3510,Cutaneous melanoma,BMGC_DS02930,cutaneous melanoma,,,,
ACH-000647,TE-1,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1759,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000648,NCI-H28,metastasis,mesothelioma,mesothelioma,Lung:Mesothelioma,MESO,CVCL_1555,NCIt:C7376,Pleural malignant mesothelioma,,,ORDO:Orphanet_50251,Pleural mesothelioma,BMGC_DS09237,pleural mesothelioma
ACH-000649,786-O,primary,carcinoma,kidney,Kidney:Carcinoma,KIRC,CVCL_1051,NCIt:C9385,Renal cell carcinoma,BMGC_DS00375,renal cell carcinoma,ORDO:Orphanet_217071,Renal cell carcinoma,BMGC_DS00375,renal cell carcinoma
ACH-000650,IGR-37,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_2075,NCIt:C3224,Melanoma,BMGC_DS01559,melanoma,,,,
ACH-000651,SW620,metastasis,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_0547,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-000652,SUIT-2,metastasis,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,CVCL_3172,NCIt:C9120,Pancreatic ductal adenocarcinoma,BMGC_DS08986,pancreatic ductal adenocarcinoma,,,,
ACH-000653,JJN-3,primary,lymphoid_neoplasm,multiple_myeloma,Lymphoma:Multiple_Myeloma,MM,CVCL_2078,NCIt:C3242,Plasma cell myeloma,BMGC_DS01639,plasma cell myeloma,ORDO:Orphanet_29073,Multiple myeloma,BMGC_DS01639,multiple myeloma
ACH-000654,Raji,primary,lymphoid_neoplasm,lymphoma_Burkitt,Lymphoma:NH_B_cell,DLBC,CVCL_0511,NCIt:C27694,EBV-related Burkitt lymphoma,,,ORDO:Orphanet_543,Burkitt lymphoma,BMGC_DS00331,Burkitt lymphoma
ACH-000655,SF268,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,CVCL_1689,NCIt:C60781,Astrocytoma,BMGC_DS20147,Astrocytoma,ORDO:Orphanet_94,Astrocytoma,BMGC_DS20147,Astrocytoma
ACH-000656,SU-DHL-8,metastasis,lymphoid_neoplasm,lymphoma_DLBCL,Lymphoma:NH_B_cell,DLBC,CVCL_2207,NCIt:C36080,Diffuse large B-cell lymphoma germinal center B-cell type,,,ORDO:Orphanet_544,Diffuse large B-cell lymphoma,BMGC_DS02693,diffuse large B-cell lymphoma
ACH-000657,A2780,primary,carcinoma,ovary,Ovary:Carcinoma,UNABLE TO CLASSIFY,CVCL_0134,NCIt:C7979,Ovarian endometrioid adenocarcinoma,BMGC_DS06034,ovarian endometrioid adenocarcinoma,ORDO:Orphanet_454723,Endometrioid carcinoma of ovary,,
ACH-000660,SU-DHL-5,primary,lymphoid_neoplasm,lymphoma_DLBCL,Lymphoma:NH_B_cell,DLBC,CVCL_1735,NCIt:C36080,Diffuse large B-cell lymphoma germinal center B-cell type,,,ORDO:Orphanet_544,Diffuse large B-cell lymphoma,BMGC_DS02693,diffuse large B-cell lymphoma
ACH-000662,COR-L23,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,CVCL_1139,NCIt:C4450,Lung large cell carcinoma,BMGC_DS05995,lung large cell carcinoma,,,,
ACH-000663,OVTOKO,metastasis,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_3117,NCIt:C40078,Ovarian clear cell adenocarcinoma,BMGC_DS09513,ovarian clear cell adenocarcinoma,ORDO:Orphanet_398971,Clear cell adenocarcinoma of the ovary,,
ACH-000664,SU-DHL-1,metastasis,lymphoid_neoplasm,lymphoma_other,Lymphoma:NH_T_cell,,CVCL_0538,NCIt:C37193,"Anaplastic large cell lymphoma, ALK-positive",,,ORDO:Orphanet_300895,ALK-positive anaplastic large cell lymphoma,BMGC_DS08403,ALK-positive anaplastic large cell lymphoma
ACH-000665,SK-MES-1,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,CVCL_0630,NCIt:C3493,Lung squamous cell carcinoma,BMGC_DS02872,lung squamous cell carcinoma,,,,
ACH-000666,NCI-H1355,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1464,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000668,HCC70,primary,carcinoma,breast,Breast:Carcinoma,BRCA,CVCL_1270,NCIt:C4017,Breast ductal carcinoma,BMGC_DS08035,breast ductal carcinoma,,,,
ACH-000670,SBC-5,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1679,NCIt:C183115,Thoracic SMARCA4-deficient undifferentiated tumor,,,,,,
ACH-000672,IA-LM,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,CVCL_1302,NCIt:C4450,Lung large cell carcinoma,BMGC_DS05995,lung large cell carcinoma,,,,
ACH-000674,NUGC-4,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,CVCL_3082,NCIt:C5250,Gastric signet ring cell adenocarcinoma,BMGC_DS09085,gastric signet ring cell adenocarcinoma,,,,
ACH-000675,NCI-H1734,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1491,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000678,MKN7,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,CVCL_1417,NCIt:C5473,Gastric tubular adenocarcinoma,BMGC_DS08742,gastric tubular adenocarcinoma,,,,
